transaction_id,location_id,supplier_id,time_id,customer_id,demand_cylinders,supply_cylinders,shortage_cylinders,price_per_cylinder,subsidy_amount,delivery_delay_days,stock_available,transport_cost,weather_impact_score,strike_impact_flag,festival_demand_flag,emergency_supply_flag,warehouse_capacity,fulfilled_orders,unfulfilled_orders
284,10,16,6,27,4,33,10,902.58,3.5,0,148,170.21,0.91,1,1,0,478,31,5
285,37,17,108,84,7,48,0,993.2,101.84,6,419,73.54,0.27,0,0,1,744,4,8
286,9,7,152,47,11,40,18,1118.42,80.72,3,120,122.64,0.82,0,1,0,215,27,9
287,24,20,338,62,40,13,15,949.22,43.87,7,163,160.66,0.68,1,0,1,853,10,4
288,35,8,237,45,8,18,16,918.06,298.75,7,268,94.73,0.52,0,1,1,453,15,7
289,49,8,27,66,20,32,19,1006.43,291.64,8,207,64.68,0.53,0,0,1,197,45,12
290,35,11,119,23,43,33,6,819.9,43.21,4,336,132.54,0.48,0,0,0,212,27,15
291,48,15,211,98,39,7,0,941.56,156.97,4,361,111.63,0.38,0,1,1,233,45,9
292,36,18,100,61,28,14,12,854.11,28.64,6,70,117.72,0.86,1,1,0,843,34,10
293,18,6,3,93,11,40,14,901.41,37.15,2,335,174.15,0.16,0,0,0,337,34,8
294,49,12,294,43,22,48,2,956.26,212.74,7,415,110.89,0.96,0,0,1,474,44,16
295,39,15,330,35,36,14,3,823.21,260.11,8,53,137.55,0.4,1,1,1,408,29,7
296,32,6,329,30,6,10,2,1118.9,181.41,9,165,181.8,0.41,1,0,0,818,29,16
297,24,18,17,67,7,41,8,909.89,33.77,0,355,146.72,0.61,0,0,0,251,42,6
298,23,20,106,10,10,39,14,893.13,247.73,7,106,159.8,0.19,0,1,1,211,35,8
299,32,9,230,56,40,37,5,937.42,258.97,9,141,146.55,0.09,0,1,1,837,29,4
300,37,8,304,34,4,46,5,947.14,168.03,1,79,107.62,0.92,0,1,1,478,6,9
301,12,14,177,65,9,18,7,1125.08,125.07,1,394,66.66,0.8,1,0,1,852,40,12
302,49,19,84,6,38,19,14,913.9,122.34,2,77,107.79,0.15,1,1,0,715,35,5
303,13,19,263,70,49,40,11,984.22,198.29,0,415,140.99,0.69,0,1,1,901,25,0
304,23,8,196,43,19,42,12,999.27,274.54,2,445,54.31,0.88,0,1,0,734,34,0
305,25,2,249,16,46,43,19,922.25,272.32,5,460,171.14,0.92,1,0,1,267,6,19
306,35,4,149,63,33,37,4,1113.33,235.52,5,64,183.21,0.82,1,0,0,681,8,19
307,41,6,206,65,38,47,5,1049.59,106.19,3,38,54.71,0.53,0,1,0,225,9,9
308,30,3,81,5,22,3,6,1088.4,120.9,2,102,133.39,0.23,1,1,1,399,21,13
309,17,3,189,25,39,7,4,821.83,218.1,5,248,191.5,0.21,1,1,0,126,37,19
310,49,19,206,27,1,7,4,1127.81,207.79,6,349,120.69,0.52,0,1,0,689,15,1
311,20,11,308,42,49,38,9,896.15,275.48,8,279,181.16,0.51,0,0,0,883,33,17
312,48,10,269,55,21,6,4,836.72,237.67,1,464,79.37,0.38,1,1,0,216,46,12
313,25,12,290,26,49,10,6,1064.42,293.58,2,78,62.69,0.04,1,1,1,173,24,11
314,22,14,361,16,7,44,13,887.19,66.46,3,168,177.4,0.66,0,1,0,368,9,16
315,13,18,300,90,46,36,14,962.6,276.78,7,478,120.9,0.38,1,1,1,453,5,7
316,19,9,255,28,7,37,18,1083.16,292.22,9,221,100.45,0.46,1,1,1,303,26,0
317,49,15,8,92,22,48,9,841.06,271.57,1,243,132.5,0.98,1,0,0,993,16,6
318,36,3,114,30,13,27,9,851.09,42.35,3,41,159.82,0.59,0,1,0,773,43,16
319,12,11,5,77,23,45,19,1065.96,282.43,1,358,122.74,0.86,0,0,1,174,10,8
320,41,10,342,89,22,1,13,979.85,227.34,4,324,102.25,0.46,0,0,1,579,21,6
321,19,18,73,45,26,1,3,888.48,108.52,8,200,185.09,0.94,1,1,1,799,7,16
322,12,4,348,19,18,48,13,1006.32,136.6,5,123,143.32,0.09,1,1,1,703,47,10
323,9,13,121,13,7,21,5,1047.45,19.49,4,99,142.54,0.5,1,1,0,615,2,9
324,7,6,302,75,2,37,14,962.03,123.72,5,67,139.11,0.09,0,1,1,768,7,6
325,28,13,234,23,19,28,8,869.17,74.2,2,323,102.97,0.85,0,1,1,829,26,0
326,14,20,66,14,14,49,0,1059.01,215.82,4,320,193.22,0.71,0,1,1,319,48,5
327,31,5,230,74,25,39,17,848.48,169.48,5,113,192.43,0.06,1,0,1,301,16,6
328,19,20,31,98,33,36,14,1061.41,280.21,1,317,156.2,0.85,0,1,0,192,42,3
329,47,14,307,23,48,2,14,908.34,185.7,8,343,109.53,0.41,0,0,1,417,45,9
330,16,13,297,40,39,2,5,800.56,233.36,7,479,92.55,0.08,1,1,1,633,1,0
331,5,14,51,64,48,4,14,986.32,243.81,7,114,194.9,0.28,1,0,1,608,19,12
332,35,8,147,85,20,2,6,923.99,20.2,0,229,107.16,0.89,1,1,1,787,47,2
333,12,16,95,59,44,1,13,891.76,246.24,8,74,100.96,0.89,0,0,1,728,48,5
334,25,13,329,20,5,49,9,999.4,49.15,2,313,191.85,0.05,1,0,1,500,47,3
335,21,15,38,32,49,40,11,934.65,66.06,2,278,90.49,0.37,0,1,0,163,47,1
336,36,19,198,78,21,18,4,918.01,150.52,6,10,93.16,0.64,0,1,0,368,34,18
337,23,1,241,24,13,41,5,1105.03,139.81,4,345,110.44,0.88,0,0,1,192,8,3
338,16,2,173,46,14,34,3,833.21,286.14,8,115,191.99,0.82,0,1,0,557,47,9
339,39,18,256,18,16,27,13,959.15,133.88,9,5,74.26,0.5,1,0,0,320,24,2
340,45,19,41,94,45,36,9,898.73,126.19,9,468,142.49,0.17,0,0,0,298,37,13
341,42,8,129,92,41,39,6,914.14,246.17,9,233,144.6,0.13,1,1,0,479,46,5
342,39,3,54,48,28,26,8,976.74,88.13,2,302,159.41,0.21,0,1,1,676,6,16
343,14,14,86,14,1,11,15,1169.07,239.72,1,82,91.07,0.37,1,1,1,489,16,8
344,31,9,212,54,2,40,13,1063.68,73.63,8,218,94.91,0.22,1,0,1,807,37,6
345,5,8,269,21,8,3,1,877.24,121.56,3,155,86.73,0.62,1,0,0,925,23,0
346,35,17,296,98,13,49,9,1028.97,273.98,8,449,122.97,0.87,0,1,1,106,8,5
347,23,16,21,5,38,28,9,861.53,141.85,3,359,115.77,0.5,1,1,1,858,16,10
348,29,10,215,31,19,36,5,1154.11,279.28,3,482,144.8,0.43,0,0,0,349,39,7
349,43,10,189,67,2,16,2,969.54,113.4,6,279,156.87,0.04,1,0,1,477,13,8
350,11,6,161,87,31,35,1,1179.87,26.26,6,337,171.69,0.84,1,1,0,230,27,18
351,18,17,201,59,10,22,9,1064.95,228.89,3,198,117.75,0.97,0,1,0,712,10,1
352,47,16,29,44,5,16,5,1133.42,74.45,2,41,143.2,0.83,0,1,0,701,10,18
353,12,15,244,64,23,33,19,871.71,224.57,9,499,83.32,0.96,0,0,0,958,20,2
354,9,14,183,94,30,13,1,1141.97,172.85,2,238,154.13,0.88,1,0,0,718,9,10
355,10,4,32,42,32,49,3,875.82,292.38,1,267,197.68,0.22,1,0,0,670,11,2
356,44,4,267,94,1,28,0,1190.46,127.76,8,104,174.82,0.66,1,0,1,249,49,16
357,17,2,36,100,45,44,11,911.96,268.43,2,125,105.89,0.53,0,0,0,572,35,8
358,38,11,93,38,44,16,9,1073.62,217.13,8,244,122.84,0.19,0,0,0,919,6,10
359,7,4,159,7,42,2,3,1018.6,43.56,3,394,68.8,0.84,1,1,1,760,7,19
360,46,16,180,59,3,26,11,991.43,213.67,0,437,123.71,0.87,1,0,1,466,45,13
361,13,4,306,69,47,42,9,971.45,191.27,4,49,121.95,0.22,0,0,1,912,7,6
362,40,1,218,70,30,28,18,953.45,293.37,3,156,114.94,0.54,1,1,1,147,42,6
363,42,19,329,49,37,3,2,921.29,137.13,1,85,111.23,0.05,1,1,1,743,36,4
364,9,2,353,78,28,44,13,1038.88,166.64,8,315,51.74,0.22,1,1,1,838,49,7
365,50,9,343,11,21,21,14,1193.68,212.87,4,181,65.8,0.49,1,0,1,313,11,11
366,27,13,227,2,13,32,1,1068.87,182.42,8,258,82.94,0.95,1,1,0,706,29,17
367,2,18,212,95,40,6,15,1102.78,184.63,6,279,108.2,0.42,1,1,0,268,35,4
368,5,16,353,27,26,5,3,1061.7,135.53,3,182,146.31,0.12,1,1,1,709,1,17
369,29,16,163,16,40,24,4,1006.29,231.31,5,220,65.92,0.22,1,1,1,940,24,0
370,37,10,158,64,30,1,13,1126.85,2.85,8,245,167.95,0.63,1,1,1,646,9,19
371,38,9,110,66,24,23,3,929.27,47.21,2,101,118.21,0.93,0,0,1,211,38,16
372,19,11,55,49,38,16,13,909.27,255.56,3,114,66.49,0.87,0,1,1,722,23,15
373,8,4,350,90,41,8,4,953.54,279.29,6,346,159.29,0.84,0,1,0,282,28,12
374,48,10,214,16,46,45,12,1031.5,221.61,0,48,50.23,0.04,0,0,0,822,30,4
375,45,3,365,73,5,25,19,800.04,47.18,4,446,177.03,0.59,1,0,0,681,11,7
376,1,6,15,52,16,46,18,1134.06,173.92,6,361,183.16,0.46,1,0,0,515,30,0
377,22,3,153,73,46,11,5,921.27,83.94,4,295,147.64,0.55,1,0,0,616,38,14
378,17,9,20,5,42,12,8,1040.31,168.55,5,127,176.7,0,0,1,1,690,34,5
379,7,3,52,36,49,45,7,820.98,61.47,6,60,105.18,0.49,0,1,1,422,1,19
380,25,18,343,7,16,8,0,972.65,41.17,4,97,186.12,0.96,0,1,1,899,49,10
381,45,8,321,61,49,10,6,827.16,57.78,8,78,70.41,0.44,1,1,0,984,30,10
382,4,8,84,96,48,35,11,804.51,267.87,9,209,114.12,0.37,1,0,0,832,11,13
383,36,15,326,29,10,38,6,1115.3,17.4,2,74,106.57,0.98,1,1,0,825,4,14
384,6,13,224,67,18,21,16,961.92,10.46,1,343,178.44,0.64,0,0,1,307,42,16
385,31,7,129,30,38,18,17,1125.89,57.19,3,270,56.67,0.39,1,1,1,340,9,6
386,19,19,350,40,17,18,15,934.93,170.13,2,234,121.27,0.53,0,0,0,898,41,19
387,44,8,16,31,41,26,3,1059.11,26.75,1,86,134.08,0.32,0,1,0,419,35,12
388,39,10,274,48,40,20,4,837.71,155.82,6,332,143.46,0.62,1,1,1,224,8,12
389,27,17,77,91,31,25,8,876.19,216,4,3,95.27,0.69,0,0,1,775,47,4
390,10,1,300,6,26,31,8,988.52,162.01,7,482,193.19,0.6,0,1,1,890,31,1
391,26,13,306,62,26,18,11,976.21,230.07,1,250,187.72,0.3,0,0,0,362,43,0
392,19,13,92,29,40,16,1,877.68,155.93,7,168,120.26,0.82,0,0,1,245,17,18
393,39,16,270,9,12,45,2,1148.31,27.26,7,135,180.68,0.87,0,0,1,151,44,17
394,3,9,52,54,18,43,7,913.7,200.8,6,252,108.46,0.7,0,1,1,962,9,11
395,45,10,349,84,34,18,8,970.94,98.25,0,221,64.6,0.08,0,0,0,374,39,9
396,13,6,121,11,35,48,10,934.94,155.99,1,399,75.58,0.32,0,1,0,466,18,5
397,50,5,50,19,11,14,12,1198.19,298.44,9,454,166.26,0.51,1,0,1,974,44,7
398,28,2,273,74,30,7,19,938.66,82.41,7,344,89.64,0.89,0,1,0,124,15,13
399,20,11,120,5,45,38,17,905.82,246.34,3,146,178.95,0.28,1,1,0,702,23,3
400,28,9,95,87,11,49,13,1162.72,169.29,0,144,184.98,0.31,1,1,1,626,23,5
401,8,6,149,70,46,29,10,862.95,274.7,1,29,82.52,0.09,0,0,0,987,14,17
402,41,8,289,95,4,23,1,1167.28,273.19,9,293,51.2,0.71,1,1,1,101,38,7
403,39,9,257,18,36,47,14,1027.41,214.31,9,142,110.66,0.58,1,1,1,120,35,15
404,1,9,184,21,10,42,1,889.27,91.35,5,91,51.19,0.94,1,1,0,974,27,11
405,3,8,260,15,34,49,12,900.8,285.34,9,36,87.43,0.99,0,1,0,102,20,15
406,13,12,150,59,31,34,10,1084.38,250.62,6,339,125.16,0.1,1,1,1,413,18,10
407,28,8,205,95,32,17,14,815.75,290,9,151,118.2,0.28,0,1,1,272,19,1
408,49,3,172,74,28,45,5,1086.18,291,3,386,145.38,0.22,0,1,0,883,10,7
409,25,13,313,6,43,18,14,923.96,132.07,3,1,54.29,0.62,1,0,0,219,31,7
410,33,19,222,24,37,19,15,1123.3,29.35,7,391,120.98,0.22,0,1,1,349,32,19
411,38,2,168,97,32,2,0,849.98,151.74,1,43,112.51,0.94,0,0,0,516,44,15
412,6,17,244,60,32,29,7,899.66,36.46,8,269,86.27,0.65,1,0,0,614,20,19
413,44,16,218,28,17,2,19,975.61,147.14,9,48,153.11,0.49,0,0,1,236,6,9
414,45,4,56,92,34,18,7,1151.68,164.68,0,460,98.92,0.67,1,1,1,715,33,11
415,32,18,63,74,35,39,9,913.64,173.08,3,393,124.35,0.98,1,1,1,333,38,13
416,45,14,103,23,39,42,0,1137.52,2.72,2,450,78.97,0.45,0,0,0,335,20,5
417,47,2,167,79,21,36,10,840.82,256.91,3,15,76.88,0.34,0,1,1,810,9,6
418,21,13,7,46,32,36,7,869.43,137.51,1,280,135.47,0.33,0,0,0,488,6,13
419,16,20,142,37,34,21,14,863.18,212.3,3,491,63.49,0.25,1,1,1,772,24,3
420,21,17,125,14,34,33,18,1045.19,32.97,8,410,188.9,0.45,1,0,1,477,23,10
421,11,15,90,48,8,2,13,955.47,223.52,4,336,196.07,0.67,0,0,1,515,35,3
422,37,20,311,78,16,10,3,1145.38,132.41,6,349,70.41,0.95,0,1,1,511,22,14
423,36,5,216,71,35,15,7,994.34,222.22,2,83,76.13,0.31,1,1,1,268,35,2
424,35,7,123,36,23,12,11,1135.18,277.69,1,466,127.27,0.36,0,0,1,812,5,6
425,19,18,186,82,22,3,17,896.13,219.27,4,64,90.89,0.97,0,1,1,764,18,1
426,20,11,153,60,31,4,8,1172.52,184.46,5,237,89.1,0.06,0,0,1,931,33,14
427,18,18,249,54,29,9,3,1053.95,211.97,2,346,152.07,0.99,0,1,0,947,21,16
428,47,5,114,79,38,46,5,1002.26,222.05,9,188,166.17,0.35,1,1,1,329,27,9
429,41,13,96,63,19,42,13,1043.53,150.6,8,471,123.56,0.61,0,0,0,708,29,5
430,49,18,198,97,45,10,12,1166.84,250.75,1,444,88.61,0.3,0,1,0,120,11,11
431,14,2,336,48,36,31,7,937.02,166.36,0,297,185.03,0.41,0,1,1,199,40,15
432,15,20,3,22,49,37,19,898.33,189.81,0,365,155.36,0.22,0,1,0,172,48,12
433,31,4,149,43,9,11,6,898.17,127.04,5,348,150,0.15,1,0,1,501,42,18
434,1,13,111,41,35,27,13,1189.09,285.88,8,340,144.53,0.97,0,0,1,901,27,15
435,3,16,20,17,1,46,7,935,154.52,3,111,183.34,0.6,0,0,1,492,29,9
436,16,6,203,63,33,6,11,1153.56,63.96,2,101,76.97,0.08,1,1,0,503,23,5
437,23,8,182,90,17,43,19,854.98,95.55,6,221,140.39,0.29,1,0,0,336,20,12
438,11,16,331,79,26,30,1,972.25,44.34,0,402,126.01,0.81,1,0,0,465,34,11
439,12,13,227,18,13,43,3,1047.7,37.54,2,255,124.7,0.5,0,1,1,609,10,6
440,10,4,292,72,5,35,3,1185.41,279.37,8,280,68.55,0.72,0,0,1,296,17,11
441,32,2,358,3,19,45,10,1070.92,199.5,2,100,76.44,0.08,0,1,0,734,7,4
442,16,9,76,54,42,18,9,800.78,0.18,1,12,131.55,0.39,0,0,0,643,36,8
443,8,18,317,14,9,6,4,1104.06,243.74,2,482,89.51,0.9,0,0,1,925,25,0
444,38,17,316,34,6,13,8,1059.92,159.23,4,215,191.92,0.47,0,1,0,537,27,1
445,12,8,223,97,21,38,6,874.06,32.85,9,116,79.47,0.25,1,0,0,421,38,1
446,24,15,36,1,49,12,11,1048.18,135.99,8,45,132.85,0.04,0,0,1,932,47,12
447,28,9,324,48,22,7,4,1170.25,109.73,7,498,113.08,0.52,0,1,1,268,23,1
448,8,17,300,99,39,14,2,801.81,96.09,8,283,134.18,0.7,1,0,1,784,33,2
449,28,2,333,10,48,9,7,1189.76,138.95,7,87,122.22,0.44,0,1,1,774,44,3
450,36,6,90,83,5,35,19,918.49,192.17,6,266,88.34,0.13,1,1,1,690,7,2
451,26,5,29,11,22,47,2,1043,161.03,9,58,192.33,0.52,1,1,0,363,16,4
452,8,17,176,99,7,7,3,911.03,84.56,8,492,68.68,0.44,0,0,0,378,26,13
453,50,2,220,66,26,39,11,1092.35,217.07,4,320,65.56,0.84,1,0,0,747,22,8
454,28,18,136,3,25,21,0,1006.33,296.62,1,217,192.48,0.83,1,0,1,899,32,16
455,28,10,352,15,5,19,7,905.17,289.8,8,78,113.92,0.36,0,1,0,261,22,18
456,37,10,175,59,32,27,8,1001.37,298.99,3,83,116.47,0.41,1,0,0,242,9,19
457,41,6,126,64,8,2,2,940.65,146.18,8,311,85,0.21,1,0,0,978,42,0
458,36,12,171,47,9,14,5,899.87,13,7,205,128.25,0.27,0,0,0,940,31,8
459,27,17,266,92,28,37,19,1037.12,218.54,3,8,84.14,0.81,1,1,1,935,22,15
460,17,13,134,2,20,33,8,1055.3,199.08,5,443,192.44,0.95,1,0,0,192,30,5
461,9,20,272,30,4,44,1,856.19,290.1,3,173,64.98,0.84,1,0,0,135,15,5
462,33,16,26,38,3,12,2,1171.66,111.3,8,476,103.54,0.3,0,1,0,808,11,3
463,20,10,277,5,44,21,13,802.66,298.24,6,21,126.56,0.62,1,1,0,465,27,18
464,13,2,100,6,41,30,12,910.77,19.7,8,415,180.09,0.52,1,1,1,466,26,6
465,28,2,362,5,42,22,13,937.34,107.69,9,296,55.28,0.58,0,0,0,197,41,9
466,48,7,30,12,11,2,13,826.58,222.04,1,169,133.7,0.16,0,1,0,472,21,1
467,29,6,133,4,48,29,16,836,184.57,9,180,69.58,0.87,0,1,0,712,43,19
468,13,1,351,24,29,24,14,1138.98,61.74,4,206,64.14,0.53,0,0,0,690,6,8
469,46,12,139,25,43,32,11,944.73,107.17,2,282,191.31,0.44,1,0,1,877,42,1
470,35,13,191,26,22,45,6,946.1,48.68,8,186,54.35,0.54,1,0,0,179,13,1
471,6,12,187,55,8,12,8,1075.44,298.35,4,484,89.65,0.72,0,1,0,813,35,12
472,18,19,140,46,46,7,11,1089.71,154.32,8,12,190.84,0.58,1,0,0,248,38,18
473,5,9,320,46,34,2,16,1083.01,260.17,6,221,106.23,0.68,0,0,1,284,8,8
474,47,10,237,43,31,40,18,987.57,118.17,5,170,105.19,0.09,0,0,0,218,2,17
475,25,17,297,60,4,19,6,1082.67,73.23,0,366,96.4,0.3,0,1,1,822,18,1
476,2,18,200,33,15,18,15,1169.58,146.38,8,10,87.67,0.52,1,0,0,224,45,18
477,10,8,284,21,18,34,2,853.93,230.83,3,393,78.35,0.72,0,0,0,238,24,15
478,30,7,80,87,11,2,18,1029.93,273.03,6,211,85.99,0.62,0,1,1,991,5,12
479,50,9,259,37,27,45,18,1151.49,57.87,2,434,54.81,0.08,0,0,0,436,20,4
480,45,10,101,12,19,38,19,1186.28,38.37,1,365,103.1,0.91,1,1,1,265,37,14
481,5,12,32,21,9,40,19,835.18,48.33,1,180,57.39,0.51,1,0,0,598,33,19
482,33,15,277,13,25,19,7,1179.93,91.03,5,208,142.68,0.82,0,0,1,180,1,7
483,1,15,121,33,22,6,4,1090.58,179.62,5,457,169.38,0.97,1,0,1,256,19,7
484,18,4,55,70,23,41,13,1089.86,221.29,0,18,73.38,0.14,0,0,1,811,35,3
485,32,4,18,76,37,47,18,859.03,109.41,4,486,170.51,0.67,0,0,1,451,42,3
486,47,1,309,61,10,17,11,1030.33,275.7,3,51,57.97,0.56,0,1,0,146,46,15
487,49,12,121,30,17,23,8,943.43,138.13,3,60,113.88,0.15,1,0,0,473,25,3
488,11,2,110,37,13,40,5,1034.23,146.51,7,318,176.61,0.43,0,1,1,625,43,18
489,21,15,331,82,4,9,3,1094.96,265.9,5,213,155.64,0.08,1,1,0,927,45,2
490,26,17,61,16,32,37,0,873.36,18.74,3,190,109.59,0.13,1,1,0,106,36,18
491,25,7,264,45,28,38,4,861.18,182.61,4,195,156.79,0.07,1,1,0,395,36,16
492,22,6,268,71,30,21,8,942.74,168.06,5,437,63.25,0.61,0,1,1,812,29,16
493,27,12,297,1,46,21,6,1056.93,120.3,9,473,78.5,0.64,0,0,1,568,28,9
494,49,19,127,53,40,27,17,1069.52,129.56,2,245,163.86,0.54,1,1,0,113,23,9
495,13,1,137,28,21,11,1,1043.53,206.7,1,253,122.25,0.66,1,0,0,463,48,6
496,33,14,78,53,15,39,7,1139.79,170.72,4,225,99.04,0.83,0,0,1,116,6,0
497,34,4,207,44,3,30,4,1093.94,196.65,8,433,62.94,0.22,1,1,1,864,35,5
498,41,5,184,67,17,28,4,1001.88,132.05,8,234,108.39,0.73,1,0,1,837,35,12
499,35,1,89,39,15,20,6,993.01,120.76,9,86,96.21,0.12,1,1,0,901,10,13
500,1,1,320,10,33,47,11,1119.08,155.77,8,71,70.01,0.59,0,0,1,904,34,11
501,21,6,229,51,5,45,12,1153.59,127.77,7,383,127.35,0.81,1,0,1,878,27,5
502,48,5,64,14,8,47,3,1139.63,253.57,4,198,72.47,0.99,0,1,0,930,7,10
503,6,2,326,79,9,46,8,998.54,261.66,0,33,183.42,0.55,1,1,1,115,15,0
504,28,5,55,6,26,38,7,1031.68,22.16,6,56,199.23,0.09,0,0,1,660,20,19
505,17,9,293,39,2,4,13,1114.52,17.73,3,288,73.24,0.43,0,1,1,744,23,17
506,5,19,281,80,37,18,5,1031.75,86.66,0,442,69.87,0.44,0,0,1,767,15,1
507,31,15,279,82,36,29,0,889.95,25.84,4,123,122.44,0.5,1,1,1,394,1,4
508,5,13,188,99,12,36,5,1154.72,161.95,5,466,196.81,0.64,1,0,0,241,9,16
509,38,12,191,48,19,27,15,997.35,6.38,5,102,116.97,0.83,0,0,1,364,29,17
510,3,5,273,25,27,1,16,1192.83,235.48,7,64,110.94,0.93,1,0,0,318,47,13
511,23,2,95,97,24,35,4,1021.3,194.71,4,424,193.29,0.84,1,1,1,935,40,9
512,37,4,90,33,2,5,12,954.77,63.54,7,295,118.05,0.67,0,0,1,578,36,1
513,37,18,247,83,16,6,17,885.32,98.86,4,361,169.72,0.08,0,1,1,286,32,14
514,10,10,75,75,2,36,18,937.96,91.68,9,130,115.45,0.21,1,0,1,593,44,6
515,10,13,62,67,21,5,10,888.24,276.78,6,457,155.11,0.91,0,1,0,899,37,15
516,19,12,222,65,10,44,11,1168.65,266.11,9,261,187.96,0.63,1,0,1,386,27,2
517,17,2,267,40,42,32,7,1040.2,169.3,0,89,147.35,0.85,1,0,0,347,19,10
518,21,15,121,25,17,39,12,1128.08,109.21,5,451,195.56,0.6,1,1,0,295,6,0
519,14,14,312,57,12,45,14,883.32,138.53,2,380,160.03,0.78,1,1,1,483,22,19
520,9,10,309,32,7,31,10,824.83,170.37,1,401,59.47,0.77,0,0,1,977,23,19
521,46,8,341,46,9,40,5,967.56,147.77,3,369,55.91,0.86,0,0,0,307,45,7
522,1,15,28,100,46,45,17,1174.49,18.76,2,208,71.59,0.09,0,1,0,135,47,10
523,45,13,342,4,10,44,15,845.22,138.84,3,480,71.51,0.91,1,1,0,262,22,8
524,13,8,302,23,16,42,5,1115.44,276.03,9,427,54.18,1,0,0,1,875,1,0
525,4,14,274,80,1,10,4,823.68,122.57,8,222,106.17,0.23,1,1,0,106,24,3
526,1,1,23,75,9,31,13,866.07,210.32,5,269,198.9,0.64,0,1,0,377,48,6
527,49,13,99,22,13,8,9,1091.98,299.12,5,26,137.57,0.05,0,0,0,888,21,1
528,40,8,285,33,48,27,3,884.39,165.74,1,332,160.92,0.86,1,1,0,747,12,3
529,32,18,308,41,16,29,8,808.81,145.04,9,375,117.9,0.12,0,1,0,260,33,4
530,34,9,110,62,34,14,1,887.76,80.92,1,411,76.44,0.23,0,1,0,855,35,2
531,28,13,203,38,41,23,14,1093.11,68.78,3,5,102.68,0.59,0,1,1,936,10,13
532,31,3,106,56,30,4,12,1012.87,166.72,8,118,83.47,1,1,1,1,164,41,18
533,8,18,46,63,13,34,18,1018.89,202.85,9,36,132.78,0.86,0,1,1,672,6,4
534,39,10,257,77,8,41,3,964.17,128.36,3,34,120.08,0.86,1,1,1,192,35,15
535,26,5,144,85,11,38,12,858.33,0.53,7,45,177.98,0.74,0,1,1,644,8,9
536,34,6,25,76,49,27,6,886.22,168.05,0,133,81.74,0.7,1,0,1,572,48,15
537,3,8,62,55,31,19,12,874.06,171.48,5,285,135.95,0.21,0,1,1,758,41,4
538,50,7,230,51,43,31,0,1082.87,21.93,2,381,53.12,0.65,1,1,0,955,21,12
539,12,18,82,90,11,3,8,1138.84,30.47,5,234,169.82,0.1,1,1,0,527,27,10
540,1,14,336,65,48,29,15,895.01,91.37,2,210,133.99,0.43,0,1,1,624,38,8
541,44,15,211,57,7,13,16,869.01,179.41,8,437,59.6,0.75,0,0,0,103,14,16
542,5,10,197,86,1,27,18,900.68,52.99,3,405,172.36,0.65,1,1,0,355,34,1
543,30,12,347,27,23,43,15,1175.52,103.28,4,379,59.34,0.68,0,0,0,373,28,19
544,30,7,198,57,32,32,14,885.45,44.16,8,36,114.62,0.11,1,1,0,212,48,8
545,17,7,162,55,15,46,0,1075.99,100.69,3,235,179.86,0.41,1,1,0,717,38,3
546,48,11,208,96,18,49,13,846.7,218.52,4,141,58.77,0.92,1,0,0,873,39,12
547,47,13,309,72,28,37,10,1064.11,112.06,3,41,88.05,0.87,0,1,0,959,46,7
548,23,15,44,98,14,3,14,897.81,245.24,8,261,96.22,0.66,0,0,0,263,14,1
549,15,18,288,82,13,39,19,1134.87,278.23,4,257,132.77,0.6,0,0,0,149,46,7
550,37,7,279,4,34,6,17,809.29,92.17,6,471,123.61,0.04,1,1,1,457,41,2
551,21,6,275,65,20,3,3,1000.1,186.48,3,176,176.73,0.75,1,1,1,270,1,18
552,14,11,221,56,24,13,3,1065.33,78.74,6,289,184.49,0.49,0,0,0,534,31,1
553,2,8,285,53,28,11,18,1097.4,170.66,5,211,102.33,0.34,0,1,0,177,1,13
554,11,20,146,44,11,27,4,1160.14,35.78,8,222,185,0.28,0,1,1,841,37,9
555,39,1,69,16,28,2,1,1050.34,180.7,7,369,108.9,0.39,0,0,0,898,6,19
556,38,8,140,94,22,40,9,851.44,51.79,6,400,166.98,0.99,1,1,0,866,23,17
557,34,8,10,23,30,44,16,1089.41,118.09,3,63,137.64,0.11,0,1,1,970,2,15
558,38,19,111,31,38,12,10,1011.22,71.02,3,387,172.07,0.1,1,1,0,274,25,18
559,50,3,37,28,17,47,10,839.85,238.66,1,42,141.27,0.21,0,1,0,304,25,15
560,34,5,81,50,22,40,10,856.14,54.51,7,154,169.5,0.66,0,1,1,854,43,1
561,18,3,96,16,1,12,18,1131.35,289.01,1,320,137.1,0.24,0,1,1,572,8,8
562,30,15,55,41,20,23,10,1026.22,35.72,3,278,67.59,0.95,1,1,1,939,21,0
563,15,14,132,9,5,31,7,863.13,124.15,0,73,168.33,0.09,1,1,0,154,37,1
564,27,15,223,2,33,10,2,1115.39,230.47,2,216,153.95,0.29,1,1,1,611,34,6
565,34,17,63,43,45,35,8,1034.59,35.13,3,150,166.52,0.56,0,0,1,175,6,2
566,38,18,12,66,1,6,7,866.95,94.33,2,149,64.47,0.69,1,0,1,644,23,15
567,33,2,146,96,44,25,17,979.91,135.84,3,452,153.46,0.71,0,1,0,373,19,4
568,24,12,264,80,9,31,17,1171.57,228.69,0,95,166.27,0.29,0,0,0,268,13,19
569,15,16,32,77,32,30,10,1100.59,236.22,1,452,105.46,0.31,1,0,0,354,20,9
